date,transactions
2013-09-01,1017
2013-09-01,1226
2013-09-01,1201
2013-09-01,1338
2013-09-01,1413
2013-09-01,1457
2013-09-01,1204
2013-09-01,1262
2013-09-01,2088
2013-09-01,681
2013-09-01,1192
2013-09-01,1864
2013-09-01,1819
2013-09-01,795
2013-09-01,1713
2013-09-01,858
2013-09-01,1443
2013-09-01,2637
2013-09-01,770
2013-09-01,1254
2013-09-01,1264
2013-09-01,2172
2013-09-01,1658
2013-09-01,1188
2013-09-01,1292
2013-09-01,1445
2013-09-01,5391
2013-09-01,4599
2013-09-01,5090
2013-09-01,5192
2013-09-01,4640
2013-09-01,3088
2013-09-01,3525
2013-09-01,2025
2013-09-01,1291
2013-09-02,1774
2013-09-02,2009
2013-09-02,3252
2013-09-02,1458
2013-09-02,1620
2013-09-02,1817
2013-09-02,1892
2013-09-02,2875
2013-09-02,2481
2013-09-02,1221
2013-09-02,2948
2013-09-02,1368
2013-09-02,1057
2013-09-02,1794
2013-09-02,1569
2013-09-02,1096
2013-09-02,1297
2013-09-02,1510
2013-09-02,1378
2013-09-02,1162
2013-09-02,2324
2013-09-02,676
2013-09-02,903
2013-09-02,1211
2013-09-02,1196
2013-09-02,732
2013-09-02,1228
2013-09-02,726
2013-09-02,1198
2013-09-02,2435
2013-09-02,669
2013-09-02,925
2013-09-02,1454
2013-09-02,1663
2013-09-02,1443
2013-09-02,1289
2013-09-02,861
2013-09-02,1467
2013-09-02,4303
2013-09-02,3634
2013-09-02,3714
2013-09-02,3963
2013-09-02,3046
2013-09-02,2303
2013-09-02,2846
2013-09-02,1743
2013-09-02,858
2013-09-03,1762
2013-09-03,1818
2013-09-03,2984
2013-09-03,1360
2013-09-03,1458
2013-09-03,1683
2013-09-03,1830
2013-09-03,2763
2013-09-03,2373
2013-09-03,1276
2013-09-03,2823
2013-09-03,1302
2013-09-03,1034
2013-09-03,1615
2013-09-03,1524
2013-09-03,1051
2013-09-03,1275
2013-09-03,1529
2013-09-03,1286
2013-09-03,1218
2013-09-03,2410
2013-09-03,688
2013-09-03,737
2013-09-03,1046
2013-09-03,1177
2013-09-03,759
2013-09-03,1320
2013-09-03,683
2013-09-03,1230
2013-09-03,2312
2013-09-03,620
2013-09-03,970
2013-09-03,1461
2013-09-03,1537
2013-09-03,1511
2013-09-03,1170
2013-09-03,832
2013-09-03,1275
2013-09-03,3938
2013-09-03,3418
2013-09-03,3282
2013-09-03,3587
2013-09-03,2846
2013-09-03,2114
2013-09-03,2618
2013-09-03,1532
2013-09-03,797
2013-09-04,1867
2013-09-04,1960
2013-09-04,3326
2013-09-04,1558
2013-09-04,1550
2013-09-04,1829
2013-09-04,1933
2013-09-04,3019
2013-09-04,2260
2013-09-04,1107
2013-09-04,2606
2013-09-04,1236
2013-09-04,930
2013-09-04,1571
2013-09-04,1302
2013-09-04,880
2013-09-04,1251
2013-09-04,1380
2013-09-04,1286
2013-09-04,1233
2013-09-04,2607
2013-09-04,714
2013-09-04,827
2013-09-04,1269
2013-09-04,927
2013-09-04,721
2013-09-04,1086
2013-09-04,594
2013-09-04,1002
2013-09-04,2169
2013-09-04,562
2013-09-04,790
2013-09-04,1566
2013-09-04,1639
2013-09-04,1317
2013-09-04,1049
2013-09-04,878
2013-09-04,1150
2013-09-04,4372
2013-09-04,3594
2013-09-04,3493
2013-09-04,3809
2013-09-04,2828
2013-09-04,2276
2013-09-04,2601
2013-09-04,1687
2013-09-04,749
2013-09-05,1719
2013-09-05,1844
2013-09-05,2852
2013-09-05,1282
2013-09-05,1342
2013-09-05,1637
2013-09-05,1733
2013-09-05,2781
2013-09-05,2304
2013-09-05,1117
2013-09-05,2720
2013-09-05,1209
2013-09-05,933
2013-09-05,1428
2013-09-05,1347
2013-09-05,856
2013-09-05,1208
2013-09-05,1393
2013-09-05,1176
2013-09-05,1128
2013-09-05,2254
2013-09-05,648
2013-09-05,701
2013-09-05,1127
2013-09-05,1016
2013-09-05,730
2013-09-05,1190
2013-09-05,608
2013-09-05,1016
2013-09-05,2294
2013-09-05,572
2013-09-05,825
2013-09-05,1354
2013-09-05,1411
2013-09-05,1301
2013-09-05,1068
2013-09-05,855
2013-09-05,1172
2013-09-05,3629
2013-09-05,3151
2013-09-05,3190
2013-09-05,3461
2013-09-05,2595
2013-09-05,1975
2013-09-05,2378
2013-09-05,1483
2013-09-05,691
2013-09-06,1839
2013-09-06,1889
2013-09-06,3207
2013-09-06,1443
2013-09-06,1455
2013-09-06,1727
2013-09-06,1926
2013-09-06,2766
2013-09-06,1952
2013-09-06,947
2013-09-06,2345
2013-09-06,1135
2013-09-06,866
2013-09-06,1314
2013-09-06,1333
2013-09-06,876
2013-09-06,1109
2013-09-06,1215
2013-09-06,1066
2013-09-06,1156
2013-09-06,2483
2013-09-06,741
2013-09-06,758
2013-09-06,1167
2013-09-06,902
2013-09-06,644
2013-09-06,1084
2013-09-06,614
2013-09-06,897
2013-09-06,2344
2013-09-06,462
2013-09-06,681
2013-09-06,1537
2013-09-06,1507
2013-09-06,1277
2013-09-06,988
2013-09-06,797
2013-09-06,1375
2013-09-06,3751
2013-09-06,3199
2013-09-06,3018
2013-09-06,3302
2013-09-06,2543
2013-09-06,2056
2013-09-06,2362
2013-09-06,1770
2013-09-06,754
2013-09-07,1245
2013-09-07,2070
2013-09-07,3776
2013-09-07,1743
2013-09-07,1668
2013-09-07,2144
2013-09-07,1829
2013-09-07,3030
2013-09-07,2680
2013-09-07,1342
2013-09-07,3019
2013-09-07,1370
2013-09-07,1284
2013-09-07,2088
2013-09-07,1534
2013-09-07,1152
2013-09-07,1440
2013-09-07,1427
2013-09-07,2098
2013-09-07,1296
2013-09-07,2485
2013-09-07,1011
2013-09-07,947
2013-09-07,1571
2013-09-07,1274
2013-09-07,805
2013-09-07,1453
2013-09-07,723
2013-09-07,1232
2013-09-07,2699
2013-09-07,647
2013-09-07,997
2013-09-07,1571
2013-09-07,2178
2013-09-07,1782
2013-09-07,1217
2013-09-07,1057
2013-09-07,1409
2013-09-07,5077
2013-09-07,4207
2013-09-07,4913
2013-09-07,5012
2013-09-07,3970
2013-09-07,2756
2013-09-07,3569
2013-09-07,2013
2013-09-07,1036
2013-09-08,456
2013-09-08,2010
2013-09-08,3797
2013-09-08,1783
2013-09-08,1571
2013-09-08,2368
2013-09-08,1561
2013-09-08,2880
2013-09-08,2868
2013-09-08,1303
2013-09-08,3064
2013-09-08,1405
2013-09-08,999
2013-09-08,1355
2013-09-08,1280
2013-09-08,1210
2013-09-08,1493
2013-09-08,1439
2013-09-08,1345
2013-09-08,1306
2013-09-08,1887
2013-09-08,647
2013-09-08,926
2013-09-08,1801
2013-09-08,1493
2013-09-08,701
2013-09-08,1493
2013-09-08,716
2013-09-08,1230
2013-09-08,2478
2013-09-08,609
2013-09-08,1085
2013-09-08,1220
2013-09-08,2256
2013-09-08,1801
2013-09-08,1035
2013-09-08,1157
2013-09-08,1309
2013-09-08,5038
2013-09-08,4677
2013-09-08,5264
2013-09-08,5354
2013-09-08,4771
2013-09-08,2836
2013-09-08,3609
2013-09-08,1877
2013-09-08,1252
2013-09-09,1781
2013-09-09,1901
2013-09-09,3023
2013-09-09,1399
2013-09-09,1495
2013-09-09,1659
2013-09-09,1807
2013-09-09,2720
2013-09-09,2217
2013-09-09,1161
2013-09-09,2487
2013-09-09,1223
2013-09-09,955
2013-09-09,1733
2013-09-09,1439
2013-09-09,1043
2013-09-09,1309
2013-09-09,1348
2013-09-09,1378
2013-09-09,1121
2013-09-09,2371
2013-09-09,620
2013-09-09,729
2013-09-09,1176
2013-09-09,1024
2013-09-09,670
2013-09-09,1231
2013-09-09,647
2013-09-09,1118
2013-09-09,2330
2013-09-09,529
2013-09-09,838
2013-09-09,1338
2013-09-09,1575
2013-09-09,1309
2013-09-09,1275
2013-09-09,824
2013-09-09,1293
2013-09-09,3789
2013-09-09,3196
2013-09-09,3257
2013-09-09,3422
2013-09-09,2559
2013-09-09,1868
2013-09-09,2490
2013-09-09,1612
2013-09-09,880
2013-09-10,1678
2013-09-10,1847
2013-09-10,2796
2013-09-10,1338
2013-09-10,1372
2013-09-10,1647
2013-09-10,1767
2013-09-10,2515
2013-09-10,2228
2013-09-10,1205
2013-09-10,2433
2013-09-10,1225
2013-09-10,1006
2013-09-10,1563
2013-09-10,1339
2013-09-10,953
2013-09-10,1296
2013-09-10,1431
2013-09-10,1269
2013-09-10,1101
2013-09-10,2213
2013-09-10,566
2013-09-10,679
2013-09-10,1115
2013-09-10,1026
2013-09-10,740
2013-09-10,1202
2013-09-10,623
2013-09-10,1090
2013-09-10,2112
2013-09-10,556
2013-09-10,915
2013-09-10,1284
2013-09-10,1378
2013-09-10,1287
2013-09-10,1108
2013-09-10,829
2013-09-10,1074
2013-09-10,3337
2013-09-10,2903
2013-09-10,2823
2013-09-10,3130
2013-09-10,2239
2013-09-10,1744
2013-09-10,2271
2013-09-10,1464
2013-09-10,766
2013-09-11,1828
2013-09-11,1896
2013-09-11,3055
2013-09-11,1432
2013-09-11,1396
2013-09-11,1777
2013-09-11,1801
2013-09-11,2885
2013-09-11,1975
2013-09-11,1006
2013-09-11,2159
2013-09-11,1174
2013-09-11,819
2013-09-11,1434
2013-09-11,1230
2013-09-11,915
2013-09-11,1190
2013-09-11,1279
2013-09-11,1106
2013-09-11,1164
2013-09-11,2505
2013-09-11,716
2013-09-11,721
2013-09-11,1167
2013-09-11,847
2013-09-11,685
2013-09-11,1035
2013-09-11,511
2013-09-11,985
2013-09-11,2067
2013-09-11,474
2013-09-11,752
2013-09-11,1449
2013-09-11,1648
2013-09-11,1242
2013-09-11,1024
2013-09-11,913
2013-09-11,1074
2013-09-11,4035
2013-09-11,3087
2013-09-11,3029
2013-09-11,3437
2013-09-11,2424
2013-09-11,2003
2013-09-11,2532
2013-09-11,1693
2013-09-11,711
2013-09-12,1776
2013-09-12,1672
2013-09-12,2762
2013-09-12,1231
2013-09-12,1309
2013-09-12,1484
2013-09-12,1688
2013-09-12,2527
2013-09-12,2007
2013-09-12,990
2013-09-12,2105
2013-09-12,1275
2013-09-12,833
2013-09-12,1369
2013-09-12,1267
2013-09-12,866
2013-09-12,1138
2013-09-12,1221
2013-09-12,1020
2013-09-12,1010
2013-09-12,2213
2013-09-12,564
2013-09-12,627
2013-09-12,1068
2013-09-12,945
2013-09-12,747
2013-09-12,1091
2013-09-12,628
2013-09-12,962
2013-09-12,2089
2013-09-12,531
2013-09-12,854
2013-09-12,1307
2013-09-12,1356
2013-09-12,1164
2013-09-12,1045
2013-09-12,740
2013-09-12,1103
2013-09-12,3509
2013-09-12,2683
2013-09-12,2708
2013-09-12,2917
2013-09-12,2199
2013-09-12,1692
2013-09-12,2073
2013-09-12,1494
2013-09-12,619
2013-09-13,1759
2013-09-13,1783
2013-09-13,3092
2013-09-13,1370
2013-09-13,1414
2013-09-13,1598
2013-09-13,1750
2013-09-13,2893
2013-09-13,1728
2013-09-13,926
2013-09-13,2044
2013-09-13,1131
2013-09-13,782
2013-09-13,1291
2013-09-13,1203
2013-09-13,811
2013-09-13,1068
2013-09-13,1139
2013-09-13,1054
2013-09-13,1195
2013-09-13,2389
2013-09-13,781
2013-09-13,776
2013-09-13,1147
2013-09-13,911
2013-09-13,683
2013-09-13,1097
2013-09-13,592
2013-09-13,881
2013-09-13,2391
2013-09-13,486
2013-09-13,734
2013-09-13,1421
2013-09-13,1460
2013-09-13,1220
2013-09-13,975
2013-09-13,840
2013-09-13,1341
2013-09-13,3841
2013-09-13,3340
2013-09-13,2997
2013-09-13,3413
2013-09-13,2364
2013-09-13,2063
2013-09-13,2325
2013-09-13,1793
2013-09-13,727
2013-09-14,1259
2013-09-14,2060
2013-09-14,3671
2013-09-14,1683
2013-09-14,1497
2013-09-14,2099
2013-09-14,1858
2013-09-14,2975
2013-09-14,2495
2013-09-14,1240
2013-09-14,2612
2013-09-14,1332
2013-09-14,1159
2013-09-14,1969
2013-09-14,1386
2013-09-14,1052
2013-09-14,1519
2013-09-14,1343
2013-09-14,1936
2013-09-14,1302
2013-09-14,2364
2013-09-14,1011
2013-09-14,964
2013-09-14,1621
2013-09-14,1364
2013-09-14,794
2013-09-14,1385
2013-09-14,756
2013-09-14,1224
2013-09-14,2903
2013-09-14,671
2013-09-14,929
2013-09-14,1514
2013-09-14,2201
2013-09-14,1751
2013-09-14,1163
2013-09-14,1112
2013-09-14,1283
2013-09-14,4838
2013-09-14,4128
2013-09-14,4408
2013-09-14,4794
2013-09-14,3692
2013-09-14,2703
2013-09-14,3360
2013-09-14,2027
2013-09-14,929
2013-09-15,500
2013-09-15,2074
2013-09-15,3654
2013-09-15,1834
2013-09-15,1487
2013-09-15,2350
2013-09-15,1573
2013-09-15,2755
2013-09-15,2598
2013-09-15,1176
2013-09-15,2984
2013-09-15,1341
2013-09-15,913
2013-09-15,1250
2013-09-15,1136
2013-09-15,1225
2013-09-15,1435
2013-09-15,1504
2013-09-15,1226
2013-09-15,1302
2013-09-15,1983
2013-09-15,608
2013-09-15,985
2013-09-15,1827
2013-09-15,1565
2013-09-15,710
2013-09-15,1470
2013-09-15,742
2013-09-15,1161
2013-09-15,2485
2013-09-15,673
2013-09-15,1065
2013-09-15,1148
2013-09-15,2243
2013-09-15,1602
2013-09-15,1077
2013-09-15,1241
2013-09-15,1298
2013-09-15,4904
2013-09-15,4319
2013-09-15,4690
2013-09-15,5042
2013-09-15,4097
2013-09-15,2758
2013-09-15,3269
2013-09-15,1950
2013-09-15,1181
2013-09-16,1778
2013-09-16,1828
2013-09-16,3027
2013-09-16,1358
2013-09-16,1541
2013-09-16,1693
2013-09-16,1848
2013-09-16,2783
2013-09-16,2351
2013-09-16,1174
2013-09-16,2321
2013-09-16,1247
2013-09-16,935
2013-09-16,1722
2013-09-16,1433
2013-09-16,1024
2013-09-16,1282
2013-09-16,1507
2013-09-16,1281
2013-09-16,1131
2013-09-16,2382
2013-09-16,611
2013-09-16,772
2013-09-16,1221
2013-09-16,1081
2013-09-16,720
2013-09-16,1231
2013-09-16,666
2013-09-16,1130
2013-09-16,2428
2013-09-16,616
2013-09-16,859
2013-09-16,1349
2013-09-16,1528
2013-09-16,1231
2013-09-16,1287
2013-09-16,794
2013-09-16,1200
2013-09-16,3813
2013-09-16,3152
2013-09-16,3095
2013-09-16,3444
2013-09-16,2616
2013-09-16,1853
2013-09-16,2309
2013-09-16,1672
2013-09-16,865
2013-09-17,1716
2013-09-17,1727
2013-09-17,2817
2013-09-17,1349
2013-09-17,1264
2013-09-17,1544
2013-09-17,1703
2013-09-17,2614
2013-09-17,2208
2013-09-17,1153
2013-09-17,2260
2013-09-17,1191
2013-09-17,901
2013-09-17,1500
2013-09-17,1325
2013-09-17,986
2013-09-17,1225
2013-09-17,1545
2013-09-17,1126
2013-09-17,1101
2013-09-17,2277
2013-09-17,597
2013-09-17,694
2013-09-17,1125
2013-09-17,1158
2013-09-17,776
2013-09-17,1206
2013-09-17,617
2013-09-17,1144
2013-09-17,2342
2013-09-17,613
2013-09-17,947
2013-09-17,1277
2013-09-17,1465
2013-09-17,1383
2013-09-17,1177
2013-09-17,837
2013-09-17,1174
2013-09-17,3311
2013-09-17,2901
2013-09-17,2810
2013-09-17,3161
2013-09-17,2312
2013-09-17,1721
2013-09-17,2310
2013-09-17,1594
2013-09-17,723
2013-09-18,1882
2013-09-18,1870
2013-09-18,3011
2013-09-18,1341
2013-09-18,1372
2013-09-18,1769
2013-09-18,1858
2013-09-18,2811
2013-09-18,1830
2013-09-18,989
2013-09-18,2154
2013-09-18,1208
2013-09-18,801
2013-09-18,1421
2013-09-18,1425
2013-09-18,904
2013-09-18,1183
2013-09-18,1350
2013-09-18,1141
2013-09-18,1208
2013-09-18,2596
2013-09-18,676
2013-09-18,757
2013-09-18,1223
2013-09-18,899
2013-09-18,664
2013-09-18,919
2013-09-18,564
2013-09-18,1041
2013-09-18,2169
2013-09-18,525
2013-09-18,825
2013-09-18,1451
2013-09-18,1576
2013-09-18,1093
2013-09-18,1035
2013-09-18,803
2013-09-18,1065
2013-09-18,3778
2013-09-18,2412
2013-09-18,2801
2013-09-18,3290
2013-09-18,2246
2013-09-18,1921
2013-09-18,2230
2013-09-18,1705
2013-09-18,720
2013-09-19,1685
2013-09-19,1673
2013-09-19,2629
2013-09-19,1217
2013-09-19,1289
2013-09-19,1456
2013-09-19,1611
2013-09-19,2494
2013-09-19,1972
2013-09-19,983
2013-09-19,2204
2013-09-19,1155
2013-09-19,843
2013-09-19,1285
2013-09-19,1200
2013-09-19,826
2013-09-19,1160
2013-09-19,1291
2013-09-19,988
2013-09-19,994
2013-09-19,2204
2013-09-19,575
2013-09-19,639
2013-09-19,1027
2013-09-19,879
2013-09-19,745
2013-09-19,1102
2013-09-19,639
2013-09-19,900
2013-09-19,2135
2013-09-19,477
2013-09-19,829
2013-09-19,1262
2013-09-19,1268
2013-09-19,1163
2013-09-19,1031
2013-09-19,744
2013-09-19,1074
2013-09-19,3333
2013-09-19,2641
2013-09-19,2517
2013-09-19,3057
2013-09-19,2211
2013-09-19,1759
2013-09-19,1964
2013-09-19,1421
2013-09-19,658
2013-09-20,1701
2013-09-20,1873
2013-09-20,3051
2013-09-20,1429
2013-09-20,1485
2013-09-20,1642
2013-09-20,1796
2013-09-20,2801
2013-09-20,1814
2013-09-20,901
2013-09-20,2186
2013-09-20,1090
2013-09-20,797
2013-09-20,1324
2013-09-20,1134
2013-09-20,879
2013-09-20,1074
2013-09-20,1227
2013-09-20,1107
2013-09-20,1213
2013-09-20,2590
2013-09-20,745
2013-09-20,726
2013-09-20,1161
2013-09-20,859
2013-09-20,714
2013-09-20,1051
2013-09-20,631
2013-09-20,877
2013-09-20,2570
2013-09-20,461
2013-09-20,864
2013-09-20,1414
2013-09-20,1548
2013-09-20,1214
2013-09-20,988
2013-09-20,871
2013-09-20,1344
2013-09-20,3895
2013-09-20,3318
2013-09-20,3079
2013-09-20,3467
2013-09-20,2272
2013-09-20,2111
2013-09-20,2519
2013-09-20,1762
2013-09-20,710
2013-09-21,1304
2013-09-21,2083
2013-09-21,3754
2013-09-21,1516
2013-09-21,1590
2013-09-21,2156
2013-09-21,1876
2013-09-21,3017
2013-09-21,2586
2013-09-21,1226
2013-09-21,2536
2013-09-21,1374
2013-09-21,1173
2013-09-21,1991
2013-09-21,1383
2013-09-21,1112
2013-09-21,1371
2013-09-21,1326
2013-09-21,1894
2013-09-21,1222
2013-09-21,2496
2013-09-21,948
2013-09-21,917
2013-09-21,1625
2013-09-21,1254
2013-09-21,800
2013-09-21,1291
2013-09-21,777
2013-09-21,1184
2013-09-21,2797
2013-09-21,678
2013-09-21,1018
2013-09-21,1529
2013-09-21,2209
2013-09-21,1639
2013-09-21,1097
2013-09-21,1021
2013-09-21,1292
2013-09-21,4601
2013-09-21,4135
2013-09-21,4430
2013-09-21,4844
2013-09-21,3551
2013-09-21,2600
2013-09-21,3473
2013-09-21,1960
2013-09-21,888
2013-09-22,479
2013-09-22,2009
2013-09-22,3691
2013-09-22,1788
2013-09-22,1404
2013-09-22,2198
2013-09-22,1569
2013-09-22,2818
2013-09-22,2562
2013-09-22,1049
2013-09-22,2562
2013-09-22,1303
2013-09-22,953
2013-09-22,1213
2013-09-22,1135
2013-09-22,1229
2013-09-22,1377
2013-09-22,1410
2013-09-22,1198
2013-09-22,1277
2013-09-22,1866
2013-09-22,615
2013-09-22,892
2013-09-22,1819
2013-09-22,1482
2013-09-22,702
2013-09-22,1306
2013-09-22,716
2013-09-22,1134
2013-09-22,2372
2013-09-22,646
2013-09-22,1112
2013-09-22,1184
2013-09-22,2364
2013-09-22,1637
2013-09-22,990
2013-09-22,1093
2013-09-22,1244
2013-09-22,4657
2013-09-22,4157
2013-09-22,4318
2013-09-22,4922
2013-09-22,4172
2013-09-22,2624
2013-09-22,3392
2013-09-22,1721
2013-09-22,1152
2013-09-23,1707
2013-09-23,1796
2013-09-23,2960
2013-09-23,1401
2013-09-23,1488
2013-09-23,1719
2013-09-23,1833
2013-09-23,2738
2013-09-23,2199
2013-09-23,1114
2013-09-23,2234
2013-09-23,1146
2013-09-23,876
2013-09-23,1645
2013-09-23,1472
2013-09-23,1028
2013-09-23,1322
2013-09-23,1436
2013-09-23,1256
2013-09-23,1221
2013-09-23,2435
2013-09-23,636
2013-09-23,660
2013-09-23,1219
2013-09-23,946
2013-09-23,658
2013-09-23,1013
2013-09-23,611
2013-09-23,1137
2013-09-23,2244
2013-09-23,645
2013-09-23,877
2013-09-23,1372
2013-09-23,1537
2013-09-23,1273
2013-09-23,1218
2013-09-23,737
2013-09-23,1181
2013-09-23,3758
2013-09-23,3118
2013-09-23,2998
2013-09-23,3328
2013-09-23,2518
2013-09-23,1778
2013-09-23,2339
2013-09-23,1565
2013-09-23,821
2013-09-24,1780
2013-09-24,1833
2013-09-24,2863
2013-09-24,1257
2013-09-24,1277
2013-09-24,1590
2013-09-24,1668
2013-09-24,2551
2013-09-24,1949
2013-09-24,1078
2013-09-24,2221
2013-09-24,1144
2013-09-24,857
2013-09-24,1501
2013-09-24,1385
2013-09-24,913
2013-09-24,1299
2013-09-24,1441
2013-09-24,1117
2013-09-24,1078
2013-09-24,2101
2013-09-24,576
2013-09-24,641
2013-09-24,1090
2013-09-24,1009
2013-09-24,734
2013-09-24,954
2013-09-24,608
2013-09-24,997
2013-09-24,2118
2013-09-24,543
2013-09-24,957
2013-09-24,1281
2013-09-24,1374
2013-09-24,1313
2013-09-24,1052
2013-09-24,749
2013-09-24,1083
2013-09-24,3452
2013-09-24,2836
2013-09-24,2756
2013-09-24,3010
2013-09-24,2152
2013-09-24,1712
2013-09-24,2241
2013-09-24,1442
2013-09-24,765
2013-09-25,1829
2013-09-25,1908
2013-09-25,2912
2013-09-25,1441
2013-09-25,1454
2013-09-25,1688
2013-09-25,1788
2013-09-25,2792
2013-09-25,1841
2013-09-25,904
2013-09-25,1996
2013-09-25,1139
2013-09-25,827
2013-09-25,1425
2013-09-25,1276
2013-09-25,806
2013-09-25,1094
2013-09-25,1340
2013-09-25,1222
2013-09-25,1190
2013-09-25,2306
2013-09-25,691
2013-09-25,650
2013-09-25,1227
2013-09-25,873
2013-09-25,685
2013-09-25,936
2013-09-25,561
2013-09-25,939
2013-09-25,2099
2013-09-25,458
2013-09-25,735
2013-09-25,1420
2013-09-25,1448
2013-09-25,1105
2013-09-25,969
2013-09-25,837
2013-09-25,1035
2013-09-25,3832
2013-09-25,3057
2013-09-25,2780
2013-09-25,3229
2013-09-25,2222
2013-09-25,1862
2013-09-25,2310
2013-09-25,1750
2013-09-25,725
2013-09-26,1681
2013-09-26,1768
2013-09-26,2611
2013-09-26,1337
2013-09-26,1242
2013-09-26,1487
2013-09-26,1657
2013-09-26,2604
2013-09-26,1858
2013-09-26,940
2013-09-26,2019
2013-09-26,1192
2013-09-26,841
2013-09-26,1366
2013-09-26,1186
2013-09-26,864
2013-09-26,1157
2013-09-26,1322
2013-09-26,995
2013-09-26,1135
2013-09-26,2111
2013-09-26,565
2013-09-26,615
2013-09-26,1091
2013-09-26,904
2013-09-26,687
2013-09-26,1022
2013-09-26,581
2013-09-26,895
2013-09-26,2121
2013-09-26,468
2013-09-26,821
2013-09-26,1252
2013-09-26,1338
2013-09-26,1178
2013-09-26,986
2013-09-26,777
2013-09-26,1053
2013-09-26,3394
2013-09-26,2600
2013-09-26,2497
2013-09-26,2879
2013-09-26,2058
2013-09-26,1650
2013-09-26,2031
2013-09-26,1417
2013-09-26,661
2013-09-27,1772
2013-09-27,1829
2013-09-27,2966
2013-09-27,1396
2013-09-27,1328
2013-09-27,1602
2013-09-27,1943
2013-09-27,2884
2013-09-27,1731
2013-09-27,920
2013-09-27,2008
2013-09-27,1136
2013-09-27,794
2013-09-27,1271
2013-09-27,1168
2013-09-27,869
2013-09-27,1040
2013-09-27,1249
2013-09-27,1069
2013-09-27,1236
2013-09-27,2366
2013-09-27,763
2013-09-27,690
2013-09-27,1128
2013-09-27,811
2013-09-27,694
2013-09-27,1064
2013-09-27,575
2013-09-27,862
2013-09-27,2433
2013-09-27,488
2013-09-27,762
2013-09-27,1506
2013-09-27,1500
2013-09-27,1181
2013-09-27,999
2013-09-27,807
2013-09-27,1238
2013-09-27,3827
2013-09-27,3214
2013-09-27,2793
2013-09-27,3213
2013-09-27,2346
2013-09-27,2073
2013-09-27,2409
2013-09-27,1757
2013-09-27,699
2013-09-28,1286
2013-09-28,2004
2013-09-28,3600
2013-09-28,1615
2013-09-28,1495
2013-09-28,2124
2013-09-28,1798
2013-09-28,2929
2013-09-28,2466
2013-09-28,1194
2013-09-28,2555
2013-09-28,1265
2013-09-28,1232
2013-09-28,1962
2013-09-28,1390
2013-09-28,1089
2013-09-28,1455
2013-09-28,1247
2013-09-28,1904
2013-09-28,1324
2013-09-28,2467
2013-09-28,1091
2013-09-28,915
2013-09-28,1582
2013-09-28,1213
2013-09-28,767
2013-09-28,1466
2013-09-28,761
2013-09-28,1200
2013-09-28,2882
2013-09-28,645
2013-09-28,1025
2013-09-28,1574
2013-09-28,2328
2013-09-28,1705
2013-09-28,1122
2013-09-28,1015
2013-09-28,1288
2013-09-28,4771
2013-09-28,4154
2013-09-28,4280
2013-09-28,4568
2013-09-28,3648
2013-09-28,2654
2013-09-28,3423
2013-09-28,1943
2013-09-28,883
2013-09-29,503
2013-09-29,1943
2013-09-29,3640
2013-09-29,1845
2013-09-29,1316
2013-09-29,2307
2013-09-29,1546
2013-09-29,2794
2013-09-29,2408
2013-09-29,1058
2013-09-29,2802
2013-09-29,1258
2013-09-29,994
2013-09-29,1196
2013-09-29,1127
2013-09-29,1104
2013-09-29,1462
2013-09-29,1353
2013-09-29,1287
2013-09-29,1236
2013-09-29,1869
2013-09-29,684
2013-09-29,908
2013-09-29,1568
2013-09-29,1412
2013-09-29,655
2013-09-29,1314
2013-09-29,666
2013-09-29,1129
2013-09-29,2425
2013-09-29,681
2013-09-29,972
2013-09-29,1129
2013-09-29,2316
2013-09-29,1710
2013-09-29,949
2013-09-29,1132
2013-09-29,1138
2013-09-29,4788
2013-09-29,4269
2013-09-29,4507
2013-09-29,4900
2013-09-29,4354
2013-09-29,2480
2013-09-29,3308
2013-09-29,1727
2013-09-29,1099
2013-09-30,1682
2013-09-30,1651
2013-09-30,2748
2013-09-30,1232
2013-09-30,1407
2013-09-30,1549
2013-09-30,1781
2013-09-30,2672
2013-09-30,2129
2013-09-30,1093
2013-09-30,2129
2013-09-30,1275
2013-09-30,907
2013-09-30,1660
2013-09-30,1440
2013-09-30,1007
2013-09-30,1217
2013-09-30,1367
2013-09-30,1274
2013-09-30,1220
2013-09-30,2276
2013-09-30,633
2013-09-30,779
2013-09-30,1240
2013-09-30,1033
2013-09-30,701
2013-09-30,1124
2013-09-30,662
2013-09-30,1095
2013-09-30,2493
2013-09-30,631
2013-09-30,861
2013-09-30,1333
2013-09-30,1580
2013-09-30,1314
2013-09-30,1198
2013-09-30,807
2013-09-30,1240
2013-09-30,3357
2013-09-30,3072
2013-09-30,3193
2013-09-30,3321
2013-09-30,2512
2013-09-30,1849
2013-09-30,2320
2013-09-30,1599
2013-09-30,792
2013-10-01,1744
2013-10-01,1882
2013-10-01,3076
2013-10-01,1512
2013-10-01,1411
2013-10-01,1775
2013-10-01,1894
2013-10-01,2939
2013-10-01,2495
2013-10-01,1261
2013-10-01,2667
2013-10-01,1294
2013-10-01,1053
2013-10-01,1586
2013-10-01,1498
2013-10-01,1036
2013-10-01,1377
2013-10-01,1620
2013-10-01,1138
2013-10-01,1229
2013-10-01,2351
2013-10-01,681
2013-10-01,781
2013-10-01,1213
2013-10-01,1218
2013-10-01,740
2013-10-01,1400
2013-10-01,711
2013-10-01,1232
2013-10-01,2625
2013-10-01,692
2013-10-01,1095
